1,1,0,1.5457651050567627,0.7154
1,1,1,2.6502829216003416,0.4748
1,1,2,2.056962437438965,0.3829
0,1,0,0.9724457318305969,0.6654
0,1,1,1.5694156387329101,0.4181
0,1,2,1.848358012008667,0.3328
1,2,0,1.39064200592041,0.7248
1,2,1,0.9311552906513214,0.7572
1,2,2,0.971631238746643,0.6806
0,2,0,2.2939505447387694,0.648
0,2,1,1.4272404054641723,0.5925
0,2,2,1.2298240182876587,0.6047
1,3,0,0.9893250586509704,0.6553
1,3,1,1.0726925423622131,0.6442
1,3,2,1.0454520978927613,0.6374
0,3,0,1.6619586807250977,0.512
0,3,1,1.5224355047225953,0.5103
0,3,2,1.5628108572006225,0.489
1,4,0,0.9266990289688111,0.7172
1,4,1,0.9257231189727784,0.7036
1,4,2,1.0437516248703003,0.6389
0,4,0,2.288673698806763,0.6406
0,4,1,1.2293371006011964,0.5874
0,4,2,8.76890142364502,0.0906
1,5,0,1.1002344232559205,0.6221
1,5,1,1.031100030040741,0.6293
1,5,2,1.124887451171875,0.6114
0,5,0,1.4633258344650268,0.6788
0,5,1,5.552271073150635,0.1022
0,5,2,5.315195812988281,0.1023
